,level_0,index,Unnamed: 0,author_name,author_url,language,profile_photo_url,rating,relative_time_description,text,time,sentiment
231,240,0,0,Rio Baroch,https://www.google.com/maps/contrib/102820240930936879734/reviews,en,https://lh3.googleusercontent.com/a-/AOh14GhrCrtXFknW-nnUrvbnROWneajVeYEueBWaQ5sF-Q=s128-c0x00000000-cc-rp-mo,5,a week ago,"Had the buck buck. Awesome sandwich with great flavor! My one complaint would be the amount of fries they give you. It's about the equivalent to a small anywhere else and for $3 it doesn't make it worth it. But other than that, great food!",1637945726,Good
232,241,1,1,Sean Linn,https://www.google.com/maps/contrib/107665180059996121271/reviews,en,https://lh3.googleusercontent.com/a/AATXAJzIW29Nfp2behd87LeSJjocJXoOyvDnLF1xZqnh=s128-c0x00000000-cc-rp-mo-ba3,5,5 months ago,We are staying at the Holiday Inn down the street.  Easy walk to dinner and wow what a great meal!  Both burgers were amazing and the fries .. well we ate every scrap!  Prices were pretty low too.,1623460999,Good
233,242,2,2,K B,https://www.google.com/maps/contrib/117425941767422918224/reviews,en,https://lh3.googleusercontent.com/a/AATXAJyGpnZUNgwyepmgtVNTEou4aN3Bpyrf478KzxM=s128-c0x00000000-cc-rp-mo-ba2,5,3 months ago,"Everything on the menu looked great, but I chose the Buck Buck and it did not disappoint. I can't even tell you what my favorite part was because everything came together so nicely! I will try the burgers next. The fries were great and I ended up dipping them in the yellow curry mayonnaise which, 10/10 will do again. I will definitely be back!",1630712246,Good
234,243,3,3,Dave J,https://www.google.com/maps/contrib/103619167934122315045/reviews,en,https://lh3.googleusercontent.com/a/AATXAJzXhyNTJw2263hsOWDNeCqttGaSKFHkGimysJGZ=s128-c0x00000000-cc-rp-mo,5,a month ago,"It's taken me years to leave this review because they finally dropped their inexplicable ban on double burgers. Now, the best smash burger in Missoula can be ordered properly, with two 1/4 lb patties. Not sure what that was all about, but now I'm excited to give wally and buck my business as they make the best burger in town. Thanks guys",1634775160,Good
235,244,4,4,Desirae Westenskow,https://www.google.com/maps/contrib/107676068148763050148/reviews,en,https://lh3.googleusercontent.com/a/AATXAJwRvGEFNNmLNFeXA2R5CyZBrqo7EBGAzTwQdcvO=s128-c0x00000000-cc-rp-mo,4,2 months ago,"Delicious food that keeps you coming back. I absolutely love this place and I was so happy when they got their permanent store front, but I’d like to see them get an even bigger space if they can find the staff for it. Just kind of sucks to wait 35 minutes for a burger that ends up being cold. :/ Still, everything is tasty every time.",1631667883,Good
236,245,0,0,Tori Thayer,https://www.google.com/maps/contrib/102557522471149929553/reviews,en,https://lh3.googleusercontent.com/a/AATXAJwhPK2kD6n6Ya5WgVcaQSOpQzh8VBIouRfx7Yp9=s128-c0x00000000-cc-rp-mo,5,a week ago,"Tony was the bomb dot com. Best bartender, super funny and easy on the eyes 🤗.  Great food! Came super fast and so tasty! Don't miss out! Come here, screw the sushi and cheap Chinese. You can thank me later 😜",1638061082,Good
237,246,1,1,Randy Arnold,https://www.google.com/maps/contrib/114344110070143702551/reviews,en,https://lh3.googleusercontent.com/a/AATXAJwTLLfsW2H7EKaOUNtiH7Yg_W5ShrNTLBgUWZ64=s128-c0x00000000-cc-rp-mo,5,a month ago,"Didn't know what to expect. Ended up with an amazing bowl of Ramen. So many amazing flavors. Broth was so rich and complex. Chill atmosphere, good music, good date spot. Expect to wait a bit for food, but worth the custom meal.",1634039428,Good
238,247,2,2,Mariah Luamanu,https://www.google.com/maps/contrib/100045735665570055652/reviews,en,https://lh3.googleusercontent.com/a-/AOh14GjG_cA4VXnKUTZnqbr_vQ57gKSMxKu4h8Iem7kxJA=s128-c0x00000000-cc-rp-mo,5,4 months ago,"The atmosphere was calm, clean and had a very authentic feel. Everything flowed and the staff were happy to be at work. The food was phenomenal and the menu had a wide variety of options. Prices were very reasonable.

The manager Doug was very attentive and had a fun personality. We will be coming back and highly recommend this place for a night to get away and enjoy yourself.",1628147285,Good
239,248,3,3,lacey lawhorn,https://www.google.com/maps/contrib/117341363317892646699/reviews,en,https://lh3.googleusercontent.com/a-/AOh14Ghe626FZleIqcQFlQ0QWwBB6RVvJWm54U1KrW3T=s128-c0x00000000-cc-rp-mo,5,2 weeks ago,"This place is by far my favorite spot in Missoula! The employees are very hospitable, remember you, and never fail to make your day better! 10/10 recommend! ♥️ Thank you guys for always making a bad day into a great one!",1637378241,Good
240,249,4,4,Carter Ollervidez,https://www.google.com/maps/contrib/104742296520465597687/reviews,en,https://lh3.googleusercontent.com/a-/AOh14GgI9FVca2XXNkv4bHJPkBYQptBwyW3dr03nbN1t=s128-c0x00000000-cc-rp-mo-ba4,4,2 months ago,"Good food good service and the sake was plum. Smiles. Only 4 stars because hours are not always updated, so I recommend just call first. Great ramen. Yum",1633145613,Good
241,250,0,0,Eric Lehman,https://www.google.com/maps/contrib/117142220251019953327/reviews,en,https://lh3.googleusercontent.com/a/AATXAJzWtI7MjO2gCbnMa10HJFsrIvZONlI7btvvnYkd=s128-c0x00000000-cc-rp-mo,5,a month ago,Excellent food and fantastic service.  We sat at the bar and thoroughly enjoyed the atmosphere.,1634950285,Good
242,251,0,0,Trevor Anderson,https://www.google.com/maps/contrib/104263608217927346164/reviews,en,https://lh3.googleusercontent.com/a-/AOh14Gjmbw68OFyi4wWnftFtXL4527tSpoVcanBj5WBf6qw=s128-c0x00000000-cc-rp-mo-ba4,5,2 weeks ago,Old-school place with a very welcoming vibe. The staff were great! It's connected with a little bar that had many options on draft. I got a whole heap of delicious diner food for a bargain!,1637031935,Good
243,252,1,1,Bonnie Piovesan,https://www.google.com/maps/contrib/108336474803683425967/reviews,en,https://lh3.googleusercontent.com/a/AATXAJzQBbEDzjhjffPNBAbUjAu_DVX5xos7HhuSyWhe=s128-c0x00000000-cc-rp-mo,5,2 months ago,"The Oxford is open 24 hours and the prices were awesome. The staff were friendly, and quick.
We had the bacon mushroom Ox burger and holy cow it was loaded with bacon and one of the best burgers!
Will definitely come back for more.",1631377867,Good
244,253,2,2,Anthony D.,https://www.google.com/maps/contrib/110091043000278150533/reviews,en,https://lh3.googleusercontent.com/a-/AOh14GgMj3B4w2LJpb6V_p2A41cFGTO6AVuzjCc7U4eSlw=s128-c0x00000000-cc-rp-mo-ba4,5,a week ago,Best chicken fried steak!! Always great service love this place. ❤️❤️ I don't even think they raised their prices! Thx!!,1638060380,Good
245,254,3,3,Duane L,https://www.google.com/maps/contrib/107993337421843291380/reviews,en,https://lh3.googleusercontent.com/a/AATXAJzLzgREFAFg-ftR2zbDe8-8MvfD0jYZvJUJbTwA=s128-c0x00000000-cc-rp-mo,4,a year ago,Food was good,1598747698,Good
246,255,4,4,Bruce Barrett,https://www.google.com/maps/contrib/111535005434220281538/reviews,en,https://lh3.googleusercontent.com/a-/AOh14GgjXZtTM8pVxvP-MhD6hM1mcAWgLPiF0Ktug-s81w=s128-c0x00000000-cc-rp-mo,5,2 months ago,Good prices and generous portions. I had bacon and eggs and the bacon was as perfect as could be. The cook is named mr. Cook believe it or not Perfect. What a fun guy and fun crew,1631328905,Good
247,256,0,0,B k,https://www.google.com/maps/contrib/103522379431550633309/reviews,en,https://lh3.googleusercontent.com/a/AATXAJyaaSiMoXLXotTvkZ6OcSqzBK7sWAyEbBXwxaXh=s128-c0x00000000-cc-rp-mo,5,4 months ago,Amazing desserts and good people. They always have some kind of interesting flavor that's fun to try. I just wish they had a brick and mortar store so I could have kakigori year round.,1626715409,Good
248,257,1,1,Dylan Sewell,https://www.google.com/maps/contrib/108858542623384378825/reviews,en,https://lh3.googleusercontent.com/a-/AOh14GjvbGD7hyAN5G8BVummszVFAUx2G3I5pRDdgFWq=s128-c0x00000000-cc-rp-mo,5,2 months ago,"Super unique little food trailer in Missoula. Given the opportunity, I'd highly recommend",1632095847,Good
249,258,2,2,Augustus Trotter,https://www.google.com/maps/contrib/109054107073904493950/reviews,en,https://lh3.googleusercontent.com/a/AATXAJw8EvPY2zOt-TKkFME1HyFyGKcKvzJGUcjMaicK=s128-c0x00000000-cc-rp-mo,5,7 months ago,"Mango Gococonuts:
Coconut ice-cream center is very good, however. Mango flavoring has an hint of a salty taste like the smell of the sea. Cream is delicious. 3/5
Strawberry Lemonade:
Fresh strawberries very good. It appears as if real strawberries were used as flavoring. Lemonade a little too sour, otherwise. 5/5",1620058404,Good
250,259,3,3,Jozelyn Flores,https://www.google.com/maps/contrib/108284848545134074110/reviews,en,https://lh3.googleusercontent.com/a-/AOh14GjxYNhfP2_R_RMosJCEjgXpNtnYCcUufsryJVhw8g=s128-c0x00000000-cc-rp-mo,5,5 months ago,"Soooo good! We had a classic matcha & a super good, super unique mango + goat cheese!!! They just may be able to make any flavor combination delicious… On top of that the staff was so kind, so helpful, and so quick!! Cannot wait to go again…. Kakigōri all year long? I’ll wait outside in a blizzard.",1623975793,Good
251,260,4,4,1heldaccountable,https://www.google.com/maps/contrib/105923683223887532623/reviews,en,https://lh3.googleusercontent.com/a-/AOh14Gi8Ba8uM9w_epk8h2kEln6lw8KFowzLUl8zoB6i=s128-c0x00000000-cc-rp-mo-ba3,5,4 months ago,"Most underrated dessert/snack in Missoula. The flavors have always been delicious, balanced, and creative. Not to mention suuuper satisfying on these hot days especially.

We've had matcha, ube, and strawberry shortcake

The people working are really nice and its worth seeing them at their normal spots or any of the pop-ups, they do an amazing good job managing crowds.

Really give them a try.",1627256509,Good
252,261,0,0,Claire Mannheimer,https://www.google.com/maps/contrib/115682132867971195756/reviews,en,https://lh3.googleusercontent.com/a/AATXAJziCP3Rbcbd4Ur8zuzk4RMKm04RkfUURjiWdrsE=s128-c0x00000000-cc-rp-mo,5,5 months ago,"The best shop in Missoula if you're looking for small-batch, handmade items from indie designers. They have everything from jewelry, ceramics, home decor, pillows, clothing, candles, makeup, lingerie, and refurbished mid century furniture. Women owned and operated and supportive of local artists. Plus, it's a beautiful place to hang out and browse for gifts and unique pieces for you and your home. Definitely a must see if you are in Missoula!",1625508030,Good
253,262,1,1,Mercedes Tabish,https://www.google.com/maps/contrib/117127713962391490826/reviews,en,https://lh3.googleusercontent.com/a-/AOh14Gjv-ODkgCtcWLG_bnVaqqqCkGuWQf9bY0hpGsKTzA=s128-c0x00000000-cc-rp-mo,5,5 months ago,"LOVE this place, perfect blend of small vendors and unique pieces. Perfect for Missoula. Love chatting with the staff and finding something that has a story behind it. Will always visit when I’m in town.",1625688750,Good
254,263,2,2,Isaac Sinnott,https://www.google.com/maps/contrib/101722961458522274975/reviews,en,https://lh3.googleusercontent.com/a/AATXAJzr9Gj4sIrQUnen1ra4KPO24YCx6eb0umvxw7wg=s128-c0x00000000-cc-rp-mo,5,4 months ago,"We stumbled upon ShowRoom while visiting Missoula + absolutely loved chatting with the owner, + seeing everything in the store. Her tastes are impeccable + this is a must visit if you are into design + home decor!",1627428691,Good
255,264,3,3,Miranda Hickox,https://www.google.com/maps/contrib/110034904292990168337/reviews,en,https://lh3.googleusercontent.com/a-/AOh14GgwUFWw96L2cu72HXxAj8nNkfnKwgF9Az52oSGP5g=s128-c0x00000000-cc-rp-mo,5,5 months ago,Julia is fantastic! She carries the most beautifully sourced goods and is just a lovely person to talk to. I adore this shop!,1625615677,Good
256,265,4,4,Sarah Cornette,https://www.google.com/maps/contrib/107320706596853704505/reviews,en,https://lh3.googleusercontent.com/a/AATXAJw8PmVacdHnRvEgU116VAw6OEBJUpBMa_x5z-W8=s128-c0x00000000-cc-rp-mo,5,11 months ago,"This is the cutest “makers market” around! I absolutely love The Showroom and I highly recommend shopping there. They have such an awesome variety of high quality, locally made products - from beautiful wood and cloth furniture to awesome jewelry, art and clothing. What a great way to support Missoula’s local artists! 💫",1610141504,Good
257,266,0,0,Kathy Munson,https://www.google.com/maps/contrib/111283899852530150523/reviews,en,https://lh3.googleusercontent.com/a/AATXAJyMUzYC4v0SAlxSxP2lKELt-LciGUKiIElocwxxSw=s128-c0x00000000-cc-rp-mo-ba4,4,a year ago,"Ordered tbe nacho box, big enough for 2",1598511181,Good
258,267,1,1,Lee Philips,https://www.google.com/maps/contrib/109295226036096360130/reviews,en,https://lh3.googleusercontent.com/a-/AOh14GjfxwXx-biklCc39Xc6eoTfxYbWIsuJydGM34Pf=s128-c0x00000000-cc-rp-mo-ba2,4,a year ago,Fats service and my order has been correct everytime recently. Big improvement from a few years ago.,1599642794,Good
259,268,2,2,Robert Philips,https://www.google.com/maps/contrib/107528538684050313620/reviews,en,https://lh3.googleusercontent.com/a-/AOh14GgW_cGChVvX8ZrWb5bRe7J04FVpk5FghjpRT8OyQA=s128-c0x00000000-cc-rp-mo-ba5,4,a year ago,Fast service and the order is right most of the time. Big improvement from a few years back.,1599630915,Good
260,269,3,3,Frank Jonessian,https://www.google.com/maps/contrib/100139554835349316411/reviews,en,https://lh3.googleusercontent.com/a/AATXAJyIzfhhWAne5WABfq8oxQOle1B97jfchAy2Iw-_=s128-c0x00000000-cc-rp-mo,5,a month ago,"They have always been a good place to go. Only thing I do not like is drive thru only lately. I know several staff & like going in to say ""Hello"". Only eat in 30% of the time... It is the principal of it all.",1635253192,Good
